Delivery_person_Age,Weather_conditions,Road_traffic_density,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min)
25.0,Sunny,High,Meal,scooter,0.0,No,Metropolitian,10
39.0,Sandstorms,Medium,Drinks,motorcycle,2.0,No,Metropolitian,49
22.0,Stormy,Jam,Drinks,motorcycle,1.0,No,Urban,36
21.0,Sandstorms,Jam,Snack,motorcycle,1.0,No,Metropolitian,15
35.0,Cloudy,High,Drinks,motorcycle,1.0,No,Urban,34
23.0,Sandstorms,Low,Buffet,scooter,0.0,No,Metropolitian,10
31.0,Sandstorms,Low,Meal,motorcycle,1.0,No,Metropolitian,26
22.0,Windy,Medium,Drinks,motorcycle,1.0,No,Metropolitian,25
27.0,Fog,Medium,Drinks,motorcycle,1.0,No,Metropolitian,29
35.0,Sandstorms,Low,Drinks,motorcycle,1.0,No,Metropolitian,24
33.0,Fog,High,Meal,motorcycle,0.0,No,Metropolitian,27
22.0,Sunny,Low,Drinks,motorcycle,0.0,No,Metropolitian,20
35.0,Sunny,Jam,Drinks,motorcycle,1.0,No,Metropolitian,31
28.0,Windy,Low,Drinks,motorcycle,1.0,No,Metropolitian,15
29.0,Cloudy,Low,Buffet,motorcycle,0.0,No,Urban,16
32.0,Sunny,Jam,Drinks,scooter,1.0,No,Urban,15
33.0,Cloudy,Jam,Buffet,motorcycle,0.0,No,Metropolitian,28
20.0,Cloudy,Low,Buffet,motorcycle,1.0,No,Metropolitian,23
26.0,Windy,Medium,Snack,motorcycle,1.0,No,Urban,26
38.0,Sandstorms,Jam,Snack,scooter,1.0,No,Metropolitian,32
27.0,Stormy,Jam,Snack,motorcycle,1.0,No,Metropolitian,18
24.0,Cloudy,Low,Snack,electric_scooter,1.0,No,Metropolitian,25
29.0,Windy,Jam,Snack,scooter,1.0,No,Urban,20
20.0,Fog,Jam,Snack,scooter,2.0,No,Metropolitian,38
38.0,Stormy,Low,Snack,electric_scooter,1.0,No,Metropolitian,24
38.0,Stormy,Low,Meal,motorcycle,1.0,No,Metropolitian,26
29.0,Fog,Low,Meal,electric_scooter,1.0,No,Metropolitian,18
33.0,Sunny,Jam,Snack,motorcycle,0.0,No,Metropolitian,15
27.0,Windy,Low,Snack,motorcycle,0.0,No,Metropolitian,12
37.0,Fog,Low,Buffet,scooter,0.0,No,Metropolitian,17
26.0,Stormy,Medium,Meal,motorcycle,1.0,No,Metropolitian,27
37.0,Sandstorms,Low,Snack,motorcycle,1.0,No,Metropolitian,34
29.0,Windy,Medium,Drinks,motorcycle,2.0,No,Urban,37
31.0,Stormy,Medium,Buffet,motorcycle,2.0,No,Metropolitian,41
34.0,Fog,Medium,Meal,scooter,1.0,No,Metropolitian,19
36.0,Cloudy,High,Meal,electric_scooter,1.0,No,Metropolitian,38
23.0,Cloudy,Medium,Drinks,motorcycle,1.0,No,Urban,31
38.0,Fog,Medium,Buffet,electric_scooter,0.0,No,Metropolitian,17
21.0,Cloudy,Medium,Buffet,motorcycle,1.0,No,Metropolitian,27
26.0,Stormy,Jam,Snack,scooter,1.0,No,Metropolitian,27
22.0,Sunny,Jam,Drinks,motorcycle,0.0,No,Metropolitian,34
30.0,Sunny,Low,Drinks,scooter,0.0,No,Metropolitian,10
39.0,Cloudy,Jam,Drinks,motorcycle,1.0,No,Metropolitian,25
21.0,Sandstorms,Medium,Snack,motorcycle,1.0,No,Metropolitian,28
31.0,Cloudy,Medium,Meal,scooter,0.0,No,Metropolitian,19
37.0,Stormy,Low,Snack,motorcycle,1.0,No,Metropolitian,26
31.0,Windy,Medium,Drinks,motorcycle,1.0,No,Metropolitian,32
29.0,Fog,Low,Snack,electric_scooter,1.0,No,Metropolitian,31
35.0,Cloudy,Jam,Drinks,motorcycle,1.0,Yes,Metropolitian,44
28.0,Fog,Medium,Snack,motorcycle,1.0,No,Metropolitian,40
29.0,Sandstorms,Jam,Meal,motorcycle,3.0,No,Metropolitian,49
30.0,Sandstorms,Medium,Drinks,scooter,0.0,No,Metropolitian,33
33.0,Sandstorms,Low,Buffet,scooter,1.0,No,Metropolitian,27
22.0,Cloudy,Low,Drinks,motorcycle,0.0,No,Urban,10
33.0,Sunny,Low,Drinks,scooter,0.0,No,Metropolitian,14
22.0,Stormy,Medium,Buffet,motorcycle,0.0,No,Urban,15
26.0,Sunny,Low,Buffet,motorcycle,1.0,No,Metropolitian,36
21.0,Fog,High,Meal,scooter,1.0,No,Metropolitian,24
31.0,Stormy,Medium,Drinks,motorcycle,1.0,Yes,Metropolitian,46
36.0,Windy,Low,Drinks,scooter,1.0,No,Metropolitian,26
29.0,Cloudy,Low,Meal,motorcycle,0.0,No,Urban,17
29.0,Windy,High,Snack,scooter,0.0,No,Metropolitian,10
39.0,Sunny,Jam,Drinks,motorcycle,1.0,No,Urban,42
35.0,Stormy,Low,Meal,scooter,1.0,No,Metropolitian,24
24.0,Sunny,Low,Buffet,scooter,1.0,No,Metropolitian,42
31.0,Sunny,Low,Buffet,motorcycle,0.0,No,Metropolitian,11
39.0,Stormy,Low,Snack,motorcycle,1.0,No,Urban,21
36.0,Fog,Low,Snack,scooter,0.0,No,Urban,15
20.0,Sandstorms,Medium,Snack,motorcycle,1.0,No,Metropolitian,27
38.0,Sandstorms,Medium,Snack,motorcycle,1.0,No,Metropolitian,32
32.0,Sunny,High,Drinks,scooter,1.0,No,Urban,16
21.0,Fog,Jam,Snack,motorcycle,1.0,No,Metropolitian,44
22.0,Sunny,Jam,Snack,motorcycle,0.0,No,Metropolitian,24
28.0,Sunny,Medium,Buffet,scooter,1.0,No,Metropolitian,16
30.0,Sunny,Medium,Buffet,scooter,0.0,No,Urban,16
34.0,Sunny,Low,Snack,motorcycle,1.0,No,Urban,21
38.0,Windy,Jam,Snack,electric_scooter,1.0,No,Metropolitian,34
31.0,Fog,High,Buffet,scooter,1.0,No,Metropolitian,26
33.0,Sandstorms,Jam,Buffet,motorcycle,0.0,No,Urban,28
33.0,Sunny,Jam,Buffet,motorcycle,0.0,No,Metropolitian,22
20.0,Fog,Jam,Snack,motorcycle,1.0,No,Metropolitian,44
22.0,Sunny,Low,Buffet,scooter,0.0,No,Metropolitian,19
33.0,Fog,Jam,Buffet,motorcycle,1.0,No,Metropolitian,35
29.0,Fog,Low,Meal,scooter,0.0,No,Metropolitian,47
24.0,Windy,Jam,Meal,scooter,0.0,No,Urban,16
34.0,Windy,Low,Buffet,motorcycle,1.0,No,Urban,20
26.0,Cloudy,High,Snack,motorcycle,1.0,No,Urban,32
30.0,Stormy,Low,Buffet,scooter,1.0,No,Urban,27
20.0,Sandstorms,Low,Snack,scooter,1.0,No,Urban,18
37.0,Fog,High,Snack,scooter,1.0,No,Metropolitian,35
20.0,Cloudy,Low,Snack,motorcycle,0.0,No,Urban,12
37.0,Fog,Jam,Meal,motorcycle,1.0,Yes,Metropolitian,47
28.0,Cloudy,Jam,Drinks,motorcycle,0.0,No,Metropolitian,40
31.0,Sandstorms,Jam,Drinks,motorcycle,1.0,No,Metropolitian,44
34.0,Stormy,Medium,Snack,motorcycle,1.0,No,Metropolitian,35
30.0,Fog,Low,Buffet,motorcycle,0.0,No,Metropolitian,19
29.0,Fog,Low,Snack,scooter,0.0,No,Urban,14
32.0,Windy,Low,Snack,motorcycle,0.0,No,Metropolitian,33
30.0,Cloudy,High,Snack,scooter,1.0,No,Urban,28
29.0,Sandstorms,Jam,Buffet,motorcycle,1.0,No,Metropolitian,39
35.0,Windy,Medium,Meal,electric_scooter,1.0,No,Metropolitian,33
39.0,Sandstorms,Low,Meal,motorcycle,1.0,No,Urban,24
35.0,Windy,Jam,Drinks,motorcycle,1.0,No,Metropolitian,44
35.0,Fog,Jam,Drinks,scooter,1.0,No,Metropolitian,37
35.0,Stormy,Medium,Snack,scooter,1.0,No,Metropolitian,33
30.0,Windy,Low,Snack,motorcycle,1.0,No,Urban,27
38.0,Sandstorms,Low,Drinks,motorcycle,1.0,No,Metropolitian,22
39.0,Sunny,High,Snack,scooter,1.0,No,Metropolitian,24
39.0,Windy,Low,Drinks,scooter,0.0,No,Metropolitian,28
36.0,Windy,Medium,Drinks,motorcycle,2.0,No,Metropolitian,39
24.0,Sandstorms,Medium,Snack,electric_scooter,0.0,No,Metropolitian,26
36.0,Stormy,Low,Meal,scooter,1.0,No,Metropolitian,17
27.0,Stormy,High,Snack,motorcycle,1.0,No,Metropolitian,20
34.0,Sunny,Low,Buffet,electric_scooter,1.0,No,Metropolitian,17
23.0,Cloudy,Jam,Drinks,motorcycle,1.0,No,Metropolitian,37
39.0,Cloudy,Low,Drinks,motorcycle,1.0,No,Urban,37
32.0,Windy,Low,Drinks,motorcycle,1.0,No,Metropolitian,29
21.0,Windy,Low,Drinks,electric_scooter,1.0,No,Urban,18
24.0,Stormy,High,Drinks,motorcycle,0.0,No,Metropolitian,14
25.0,Sandstorms,Medium,Snack,scooter,1.0,No,Urban,24
20.0,Stormy,Low,Buffet,scooter,1.0,No,Metropolitian,19
29.0,Fog,Low,Buffet,scooter,1.0,No,Urban,16
22.0,Stormy,Low,Buffet,scooter,0.0,No,Metropolitian,13
35.0,Stormy,Jam,Drinks,motorcycle,0.0,No,Metropolitian,43
23.0,Stormy,Jam,Buffet,electric_scooter,0.0,No,Metropolitian,10
21.0,Sandstorms,Medium,Meal,electric_scooter,0.0,No,Metropolitian,24
34.0,Sunny,Low,Drinks,scooter,0.0,No,Urban,16
26.0,Stormy,Jam,Meal,scooter,0.0,No,Metropolitian,18
39.0,Windy,Jam,Drinks,motorcycle,1.0,No,Metropolitian,40
32.0,Fog,High,Drinks,motorcycle,1.0,No,Metropolitian,29
23.0,Fog,Medium,Buffet,motorcycle,1.0,No,Urban,12
24.0,Sandstorms,Jam,Drinks,scooter,1.0,No,Metropolitian,21
38.0,Windy,High,Meal,electric_scooter,0.0,No,Metropolitian,28
39.0,Stormy,Jam,Drinks,motorcycle,1.0,No,Metropolitian,25
24.0,Stormy,High,Snack,scooter,1.0,No,Metropolitian,12
33.0,Fog,Medium,Drinks,motorcycle,0.0,No,Metropolitian,15
33.0,Cloudy,Medium,Snack,motorcycle,0.0,No,Metropolitian,28
23.0,Sunny,Jam,Meal,motorcycle,1.0,No,Metropolitian,11
27.0,Fog,Medium,Meal,motorcycle,1.0,No,Metropolitian,40
22.0,Sunny,High,Buffet,electric_scooter,0.0,No,Urban,14
34.0,Fog,Jam,Buffet,scooter,1.0,No,Metropolitian,36
29.0,Sandstorms,Medium,Buffet,motorcycle,1.0,No,Metropolitian,16
22.0,Cloudy,Medium,Buffet,scooter,1.0,No,Metropolitian,33
25.0,Windy,Low,Drinks,motorcycle,0.0,No,Metropolitian,16
24.0,Windy,Jam,Buffet,motorcycle,0.0,No,Urban,16
34.0,Fog,Medium,Snack,motorcycle,1.0,No,Urban,28
29.0,Sunny,Medium,Drinks,motorcycle,1.0,No,Metropolitian,29
25.0,Cloudy,Medium,Meal,motorcycle,1.0,No,Urban,37
25.0,Cloudy,Low,Buffet,scooter,0.0,No,Metropolitian,14
30.0,Sunny,Medium,Buffet,scooter,0.0,No,Urban,23
29.0,Windy,Low,Drinks,motorcycle,1.0,No,Metropolitian,17
30.0,Windy,Low,Snack,scooter,0.0,No,Metropolitian,21
33.0,Stormy,Jam,Drinks,scooter,1.0,No,Metropolitian,41
24.0,Fog,Jam,Drinks,motorcycle,1.0,No,Metropolitian,40
30.0,Cloudy,High,Drinks,scooter,1.0,No,Metropolitian,34
35.0,Fog,Jam,Drinks,electric_scooter,0.0,No,Metropolitian,46
21.0,Sunny,High,Buffet,motorcycle,1.0,No,Urban,51
23.0,Fog,Low,Snack,motorcycle,1.0,No,Metropolitian,15
23.0,Cloudy,High,Snack,motorcycle,1.0,No,Metropolitian,20
20.0,Stormy,High,Snack,motorcycle,1.0,No,Urban,17
35.0,Cloudy,Jam,Drinks,motorcycle,2.0,No,Metropolitian,43
34.0,Cloudy,Medium,Meal,motorcycle,0.0,No,Metropolitian,25
29.0,Stormy,High,Meal,motorcycle,1.0,No,Metropolitian,33
25.0,Sandstorms,Jam,Meal,electric_scooter,1.0,No,Metropolitian,28
20.0,Fog,Low,Buffet,motorcycle,1.0,No,Metropolitian,16
39.0,Sandstorms,Low,Buffet,scooter,0.0,No,Urban,21
32.0,Sandstorms,Jam,Buffet,motorcycle,1.0,Yes,Metropolitian,51
35.0,Windy,Medium,Snack,motorcycle,1.0,No,Metropolitian,33
34.0,Cloudy,High,Buffet,motorcycle,1.0,No,Metropolitian,27
36.0,Cloudy,Low,Drinks,motorcycle,0.0,No,Urban,25
29.0,Windy,Jam,Snack,motorcycle,0.0,No,Urban,10
24.0,Cloudy,Medium,Buffet,motorcycle,1.0,No,Metropolitian,32
22.0,Stormy,High,Snack,motorcycle,1.0,No,Metropolitian,17
38.0,Fog,Medium,Drinks,scooter,1.0,No,Urban,32
39.0,Fog,Jam,Drinks,motorcycle,1.0,No,Metropolitian,53
39.0,Cloudy,Jam,Meal,motorcycle,0.0,No,Urban,27
28.0,Cloudy,High,Buffet,scooter,0.0,No,Metropolitian,20
29.0,Sandstorms,Low,Snack,motorcycle,0.0,No,Urban,16
25.0,Stormy,Medium,Buffet,motorcycle,1.0,No,Metropolitian,15
33.0,Sunny,Jam,Drinks,scooter,1.0,No,Metropolitian,22
30.0,Sunny,Medium,Snack,scooter,1.0,No,Urban,21
33.0,Sandstorms,Low,Buffet,motorcycle,0.0,No,Metropolitian,22
27.0,Sandstorms,Low,Snack,scooter,1.0,No,Urban,13
39.0,Sandstorms,Jam,Meal,motorcycle,1.0,No,Urban,31
26.0,Fog,Medium,Meal,motorcycle,1.0,No,Metropolitian,14
20.0,Fog,Medium,Snack,motorcycle,0.0,No,Urban,15
36.0,Cloudy,Low,Drinks,motorcycle,1.0,No,Urban,16
39.0,Fog,Medium,Snack,scooter,1.0,No,Metropolitian,40
35.0,Cloudy,Medium,Meal,scooter,1.0,No,Metropolitian,35
31.0,Sandstorms,Jam,Snack,scooter,0.0,No,Metropolitian,30
39.0,Fog,Medium,Drinks,scooter,1.0,No,Metropolitian,40
36.0,Windy,Jam,Snack,scooter,1.0,No,Metropolitian,29
24.0,Sunny,Jam,Buffet,scooter,1.0,No,Urban,10
38.0,Sunny,Medium,Drinks,motorcycle,1.0,No,Metropolitian,17
22.0,Cloudy,Low,Meal,motorcycle,1.0,No,Metropolitian,24
20.0,Sandstorms,Jam,Meal,scooter,0.0,No,Urban,18
20.0,Cloudy,Jam,Meal,motorcycle,0.0,No,Metropolitian,28
26.0,Stormy,Low,Buffet,motorcycle,1.0,No,Metropolitian,18
38.0,Cloudy,Jam,Snack,scooter,1.0,No,Metropolitian,47
22.0,Cloudy,Low,Meal,electric_scooter,1.0,No,Metropolitian,29
35.0,Sunny,Medium,Buffet,scooter,1.0,No,Metropolitian,18
38.0,Stormy,Low,Meal,motorcycle,0.0,No,Metropolitian,29
25.0,Sunny,Jam,Drinks,scooter,1.0,No,Urban,15
22.0,Cloudy,Jam,Meal,scooter,1.0,No,Metropolitian,42
27.0,Windy,Low,Buffet,scooter,1.0,No,Metropolitian,19
27.0,Sunny,Low,Drinks,scooter,0.0,No,Metropolitian,20
22.0,Stormy,Low,Drinks,scooter,1.0,No,Metropolitian,17
36.0,Stormy,Medium,Drinks,electric_scooter,1.0,No,Metropolitian,28
27.0,Stormy,Low,Buffet,motorcycle,1.0,No,Urban,20
32.0,Sunny,Low,Meal,motorcycle,0.0,No,Metropolitian,22
38.0,Windy,Jam,Snack,motorcycle,1.0,No,Urban,28
32.0,Windy,Low,Buffet,motorcycle,1.0,No,Metropolitian,21
30.0,Stormy,Jam,Buffet,motorcycle,0.0,No,Metropolitian,48
26.0,Fog,Jam,Snack,motorcycle,1.0,Yes,Metropolitian,41
21.0,Fog,Low,Snack,scooter,0.0,No,Urban,22
26.0,Sunny,Low,Buffet,motorcycle,0.0,No,Urban,12
34.0,Sunny,Medium,Drinks,electric_scooter,1.0,No,Metropolitian,24
24.0,Fog,Jam,Meal,scooter,1.0,No,Metropolitian,28
24.0,Cloudy,Jam,Buffet,scooter,1.0,No,Metropolitian,40
29.0,Cloudy,Jam,Snack,motorcycle,1.0,No,Urban,21
32.0,Windy,Jam,Meal,motorcycle,2.0,No,Metropolitian,40
23.0,Windy,Jam,Snack,motorcycle,0.0,No,Metropolitian,26
20.0,Sandstorms,Low,Buffet,scooter,0.0,No,Urban,13
38.0,Sandstorms,Low,Meal,motorcycle,1.0,No,Metropolitian,20
37.0,Stormy,Low,Snack,motorcycle,0.0,No,Metropolitian,27
35.0,Sunny,Jam,Buffet,electric_scooter,1.0,No,Urban,24
30.0,Sunny,Medium,Meal,scooter,1.0,No,Metropolitian,23
26.0,Cloudy,Medium,Drinks,scooter,1.0,No,Metropolitian,32
21.0,Stormy,Medium,Snack,motorcycle,1.0,No,Metropolitian,39
33.0,Sunny,Low,Drinks,scooter,0.0,No,Metropolitian,11
21.0,Stormy,Medium,Snack,motorcycle,0.0,No,Metropolitian,23
31.0,Stormy,Low,Meal,scooter,1.0,No,Metropolitian,25
31.0,Sandstorms,Medium,Buffet,scooter,0.0,No,Metropolitian,31
24.0,Sandstorms,High,Buffet,motorcycle,1.0,No,Urban,16
20.0,Windy,Jam,Buffet,motorcycle,0.0,No,Metropolitian,11
39.0,Sunny,High,Buffet,motorcycle,1.0,No,Metropolitian,21
20.0,Windy,High,Meal,electric_scooter,1.0,No,Urban,20
27.0,Stormy,Jam,Meal,motorcycle,1.0,No,Urban,35
36.0,Sunny,Jam,Drinks,scooter,1.0,No,Metropolitian,19
27.0,Sunny,Jam,Meal,electric_scooter,0.0,No,Metropolitian,19
25.0,Fog,Medium,Buffet,scooter,1.0,No,Metropolitian,36
23.0,Sandstorms,Low,Buffet,scooter,1.0,No,Urban,12
35.0,Cloudy,Jam,Snack,scooter,3.0,Yes,Urban,47
38.0,Sunny,Low,Drinks,motorcycle,1.0,No,Metropolitian,10
26.0,Cloudy,Jam,Meal,motorcycle,1.0,No,Urban,22
20.0,Stormy,Low,Drinks,scooter,1.0,No,Metropolitian,17
26.0,Windy,Medium,Snack,motorcycle,0.0,No,Urban,29
34.0,Sunny,Jam,Buffet,motorcycle,2.0,No,Metropolitian,41
23.0,Windy,Medium,Meal,motorcycle,1.0,No,Metropolitian,28
39.0,Stormy,Low,Meal,motorcycle,1.0,No,Urban,26
27.0,Fog,Medium,Snack,motorcycle,1.0,No,Metropolitian,27
24.0,Cloudy,Low,Drinks,electric_scooter,1.0,No,Urban,24
26.0,Stormy,Low,Snack,scooter,0.0,No,Metropolitian,16
31.0,Cloudy,Jam,Snack,scooter,1.0,No,Metropolitian,42
38.0,Windy,Medium,Snack,electric_scooter,1.0,No,Metropolitian,32
33.0,Windy,Low,Buffet,motorcycle,1.0,No,Metropolitian,23
33.0,Windy,Low,Meal,motorcycle,0.0,No,Metropolitian,22
36.0,Cloudy,Low,Drinks,motorcycle,1.0,No,Metropolitian,25
26.0,Fog,High,Drinks,electric_scooter,1.0,No,Metropolitian,22
22.0,Sandstorms,Low,Drinks,motorcycle,1.0,No,Urban,17
30.0,Windy,Low,Drinks,scooter,0.0,No,Metropolitian,25
35.0,Cloudy,High,Meal,scooter,0.0,No,Metropolitian,35
38.0,Sandstorms,Low,Buffet,scooter,0.0,No,Metropolitian,25
35.0,Cloudy,Low,Snack,motorcycle,1.0,No,Urban,29
24.0,Cloudy,Jam,Buffet,scooter,1.0,No,Urban,21
27.0,Windy,Low,Drinks,motorcycle,1.0,No,Metropolitian,10
29.0,Sunny,Medium,Meal,motorcycle,1.0,No,Urban,17
26.0,Fog,Low,Meal,scooter,1.0,No,Metropolitian,12
27.0,Windy,Medium,Meal,scooter,0.0,No,Metropolitian,26
29.0,Fog,Low,Buffet,motorcycle,1.0,No,Metropolitian,19
27.0,Sunny,Medium,Buffet,motorcycle,1.0,No,Metropolitian,16
22.0,Windy,Medium,Drinks,motorcycle,0.0,No,Metropolitian,27
28.0,Windy,Jam,Buffet,motorcycle,0.0,No,Metropolitian,35
38.0,Cloudy,Jam,Drinks,motorcycle,0.0,No,Metropolitian,48
21.0,Windy,Medium,Buffet,scooter,0.0,No,Metropolitian,19
24.0,Windy,Low,Drinks,motorcycle,1.0,No,Urban,17
32.0,Cloudy,Low,Buffet,motorcycle,0.0,No,Metropolitian,19
30.0,Fog,Low,Buffet,scooter,1.0,No,Metropolitian,19
38.0,Windy,Jam,Meal,motorcycle,1.0,No,Metropolitian,51
27.0,Stormy,Medium,Snack,scooter,1.0,No,Metropolitian,26
27.0,Stormy,Medium,Drinks,motorcycle,0.0,No,Metropolitian,24
22.0,Fog,Low,Buffet,motorcycle,0.0,No,Metropolitian,15
28.0,Cloudy,Jam,Meal,scooter,0.0,No,Metropolitian,40
29.0,Sandstorms,Medium,Drinks,motorcycle,0.0,No,Metropolitian,12
36.0,Windy,Jam,Drinks,scooter,1.0,No,Metropolitian,26
27.0,Windy,Medium,Meal,motorcycle,1.0,No,Metropolitian,24
21.0,Windy,Low,Buffet,electric_scooter,0.0,No,Urban,14
25.0,Stormy,Jam,Drinks,motorcycle,0.0,No,Metropolitian,15
29.0,Sunny,Low,Meal,motorcycle,0.0,No,Urban,16
29.0,Stormy,Low,Meal,motorcycle,1.0,No,Urban,16
31.0,Fog,Jam,Buffet,scooter,3.0,Yes,Metropolitian,44
23.0,Fog,Jam,Meal,motorcycle,0.0,No,Metropolitian,21
35.0,Fog,Jam,Buffet,scooter,2.0,No,Metropolitian,37
39.0,Windy,Medium,Drinks,motorcycle,1.0,No,Metropolitian,34
23.0,Fog,Jam,Buffet,scooter,1.0,No,Metropolitian,44
37.0,Sunny,Medium,Buffet,motorcycle,0.0,No,Metropolitian,22
35.0,Windy,Jam,Drinks,scooter,0.0,No,Urban,33
34.0,Sandstorms,Jam,Meal,motorcycle,1.0,No,Metropolitian,46
29.0,Stormy,Low,Meal,scooter,1.0,No,Metropolitian,21
33.0,Fog,Medium,Meal,motorcycle,1.0,No,Metropolitian,17
29.0,Cloudy,High,Drinks,motorcycle,0.0,No,Metropolitian,29
21.0,Sandstorms,Jam,Meal,scooter,1.0,No,Metropolitian,15
39.0,Stormy,Medium,Meal,motorcycle,2.0,No,Metropolitian,39
20.0,Windy,High,Drinks,scooter,1.0,No,Urban,23
36.0,Sandstorms,Medium,Snack,motorcycle,1.0,No,Metropolitian,38
25.0,Windy,Low,Buffet,motorcycle,0.0,No,Metropolitian,28
29.0,Cloudy,Low,Snack,scooter,1.0,No,Metropolitian,15
25.0,Cloudy,Medium,Buffet,motorcycle,0.0,No,Metropolitian,29
21.0,Sunny,Jam,Snack,motorcycle,0.0,Yes,Metropolitian,52
26.0,Stormy,Low,Buffet,motorcycle,1.0,No,Metropolitian,23
29.0,Stormy,Medium,Snack,scooter,1.0,No,Urban,18
32.0,Sunny,Jam,Meal,scooter,0.0,No,Urban,17
34.0,Stormy,Low,Snack,motorcycle,1.0,No,Metropolitian,27
35.0,Stormy,Low,Snack,scooter,0.0,No,Metropolitian,26
26.0,Stormy,Jam,Drinks,motorcycle,1.0,No,Metropolitian,34
36.0,Cloudy,Jam,Drinks,electric_scooter,1.0,No,Metropolitian,40
31.0,Sunny,Medium,Meal,motorcycle,0.0,No,Metropolitian,25
36.0,Sandstorms,Low,Snack,motorcycle,1.0,No,Metropolitian,26
30.0,Sunny,Jam,Drinks,motorcycle,1.0,No,Metropolitian,27
36.0,Cloudy,Low,Meal,motorcycle,0.0,No,Metropolitian,36
30.0,Fog,Jam,Buffet,motorcycle,1.0,No,Metropolitian,48
29.0,Sandstorms,Jam,Meal,motorcycle,1.0,No,Metropolitian,29
27.0,Windy,Medium,Drinks,scooter,1.0,No,Metropolitian,28
36.0,Windy,Jam,Buffet,scooter,2.0,No,Metropolitian,41
32.0,Sunny,High,Snack,scooter,0.0,No,Metropolitian,24
29.0,Fog,High,Meal,motorcycle,1.0,No,Metropolitian,34
28.0,Fog,Low,Meal,motorcycle,0.0,No,Urban,10
20.0,Fog,High,Buffet,motorcycle,1.0,No,Metropolitian,32
30.0,Fog,Jam,Snack,scooter,3.0,Yes,Semi-Urban,48
33.0,Stormy,Jam,Snack,scooter,1.0,No,Metropolitian,43
29.0,Cloudy,Jam,Drinks,motorcycle,0.0,No,Metropolitian,48
39.0,Sunny,High,Meal,motorcycle,1.0,No,Metropolitian,26
29.0,Sandstorms,Medium,Snack,motorcycle,1.0,No,Metropolitian,29
31.0,Sandstorms,High,Buffet,scooter,0.0,No,Urban,34
20.0,Stormy,Jam,Meal,motorcycle,0.0,No,Metropolitian,14
23.0,Fog,Medium,Snack,motorcycle,2.0,No,Metropolitian,41
24.0,Fog,Low,Meal,scooter,1.0,No,Metropolitian,18
39.0,Sunny,Low,Drinks,scooter,0.0,No,Metropolitian,28
38.0,Cloudy,Medium,Drinks,electric_scooter,1.0,No,Metropolitian,16
36.0,Sandstorms,Medium,Meal,scooter,0.0,No,Metropolitian,26
36.0,Sandstorms,Jam,Buffet,scooter,0.0,No,Metropolitian,30
39.0,Windy,Low,Snack,motorcycle,1.0,No,Metropolitian,26
35.0,Stormy,Low,Meal,motorcycle,1.0,No,Metropolitian,15
37.0,Sandstorms,Jam,Snack,motorcycle,1.0,No,Metropolitian,26
27.0,Stormy,Low,Snack,scooter,0.0,No,Metropolitian,14
28.0,Cloudy,Low,Snack,motorcycle,0.0,No,Urban,24
22.0,Stormy,Medium,Snack,motorcycle,1.0,No,Urban,23
30.0,Sunny,Low,Snack,scooter,1.0,No,Urban,11
32.0,Cloudy,Low,Snack,motorcycle,2.0,Yes,Metropolitian,44
25.0,Stormy,High,Buffet,scooter,0.0,No,Urban,28
23.0,Windy,Jam,Buffet,scooter,1.0,No,Metropolitian,18
32.0,Sunny,Medium,Buffet,scooter,1.0,No,Metropolitian,29
36.0,Windy,Medium,Buffet,motorcycle,2.0,No,Urban,34
32.0,Cloudy,Jam,Snack,scooter,1.0,No,Urban,46
29.0,Sunny,Low,Snack,motorcycle,1.0,No,Metropolitian,19
29.0,Cloudy,Jam,Meal,scooter,0.0,No,Metropolitian,35
30.0,Cloudy,Low,Snack,scooter,1.0,No,Metropolitian,28
20.0,Cloudy,Medium,Buffet,motorcycle,1.0,No,Metropolitian,24
29.0,Cloudy,Jam,Snack,motorcycle,1.0,No,Metropolitian,23
24.0,Cloudy,Low,Buffet,motorcycle,1.0,No,Urban,29
22.0,Stormy,Low,Buffet,motorcycle,1.0,No,Metropolitian,26
26.0,Cloudy,Low,Meal,motorcycle,1.0,No,Urban,12
29.0,Sunny,Jam,Meal,motorcycle,0.0,No,Metropolitian,14
27.0,Windy,Jam,Meal,electric_scooter,1.0,No,Metropolitian,19
35.0,Cloudy,Low,Drinks,scooter,0.0,No,Metropolitian,15
29.0,Sunny,Jam,Buffet,motorcycle,1.0,No,Metropolitian,25
39.0,Windy,Jam,Buffet,motorcycle,1.0,No,Metropolitian,42
22.0,Windy,High,Buffet,motorcycle,1.0,No,Urban,38
29.0,Fog,Low,Meal,electric_scooter,1.0,No,Metropolitian,21
37.0,Sunny,Low,Drinks,scooter,0.0,No,Urban,13
21.0,Cloudy,Medium,Meal,motorcycle,1.0,No,Urban,34
36.0,Stormy,Jam,Meal,scooter,0.0,No,Metropolitian,29
35.0,Sunny,High,Snack,scooter,1.0,No,Urban,20
31.0,Sandstorms,Low,Buffet,scooter,1.0,No,Metropolitian,23
29.0,Sunny,Jam,Meal,motorcycle,1.0,No,Metropolitian,16
35.0,Windy,Jam,Meal,motorcycle,0.0,No,Metropolitian,50
33.0,Cloudy,Low,Buffet,motorcycle,1.0,No,Metropolitian,22
37.0,Windy,Medium,Drinks,motorcycle,1.0,No,Metropolitian,28
29.0,Windy,High,Buffet,motorcycle,0.0,No,Metropolitian,21
